품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Schnauzers( 슈나우져),FS              ,2116,E_24시아이, 배에 혹 옛날에도 혹이 있었으나 제거하지 않고 지켜봄 활력 및 식욕 큰이상 없음 대소변 큰 이상없음 month 사이에 크기가 커지고 변화가 있음 fna 검사상 다량의 혈액장액성 삼출물과 간헐적인 유선 세포가 관찰됨 ce 초음파 검사와 종합하면 염증과 종괴가 같이 있는 양상입니다 더 커지고 염증이 생기기전에 제거하시는 것이 좋겠습니다 부토파놀 time사용 mass제거 실시 조직검사는 비용부담으로 인해 보류 . ,,221, 유선 종양 / 유방 종괴 , 생식기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",231,8
Boykin Spaniel(보이킨 스파니엘),M,2275,B_W,집에 있다가 잠시 문이 열린사이에 탈출을 함 time 정도 곤지를 찾고 있다가 교통사고 난 것을 발견함 가해자는 곤지가 있는지 모른상태에서 골목을 지나가다가 갑자기 덜컹거리를 느낌을 받고 사고가 난 것을 발견하심 내원당시 의식상태는 명료하였으나 뒷다리를 잘 못쓰는 모습을 보임 좌측 hock joint 내측으로 깊은 자상 및 출혈이 있고 좌측 뒷다리 내측으로 광범위 피부 발적이 관찰됨 흉요추부위 back pain은 분명하지 않음 blood test ck ldh 상승 외에 특이소견없음 us 실질장기 이상소견 없음 effusion 관찰되지 않으며 ub 정상 방사선 right femoral head physeal fracture fracture는 우측이고 외상은 좌측임 익일 흉부방사선 재검 후 수술예정. 유용규 원장님께 인계함 ,"2194, 2195","4,15", 사고 (교통 사고 포함) ,전신성의 질환,"통증,출혈",통증,408,5
Poodles(푸들),MN              ,2244,H,눈이 잘안보이는것 같다고 함. 청진 양호 mm pink crt sec 구강점막 건조 양안 백내장 hypermature 양안 결막 충혈 안압 od os 눈물량 od os 각막형광염색 혈액검사 고혈당증 소변 요당 확인됨 방사선 방광내 결석 의심 초음파 간에코 증가 담낭점액종 방광 슬러지 담낭점액종 백내장 당뇨 스테로이드 유도성 간실질 변화 당뇨관리 쿠싱 증후군 확인 담낭점액종 제거 필요 ,,, 당뇨병 ,내분비 질환 ,,,216,3
Maltese(말티즈),F,2126,B_W, 새벽 세시경 강직성 경련과 패들링이 번갈아 관찰되는 양상의 발작 균형을 잘 잡지 못함 눈이 풀리고 침을 흘리며 일어서지 못함 며칠 전 타 병원에서 기관지염 약 처방받아 투약중 어제부터는 항진균제 같이 복용 당시 방사선상 간비대 관찰되어 혈액검사 권유받으셨으나 진행하지 않음 발작은 처음 발작 지속시간은 time 정도 한시간 간격으로 회 발작 내원시 고유자세반응 있으나 제대로 기립하지 못함 deep pa,,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,226,0
Mixed(혼합),,2031,F_센트럴,s month time 댁으로 들어옴. 길고양이 아닐 가능성. 초기 식욕 양호. 대변 정상. 오늘 식욕 저하. 어제 호흡 힘들어함. 오늘 개구호흡. 방사선 상 흉부 radiopaque. 우측이 심함. probnp 양성. fpv 음성. 초음파 상 흉수. 흉수 tp 누출액. 혈액검사 상 g ratio 폐부종. 산소 입원. 흉수 time제거 후 호흡 개선. 이뇨제 furose time kg 처치. ,,"35,1201", 폐수종 (원인 미정) , 호흡기 질환 ,"개구호흡,흉수",개구호흡,221,10
Mixed(혼합),MN              ,2091,F_센트럴,c.c 배뇨곤란 어제부터 배뇨 곤란 ray 방광확장 sono 방광벽 비후 방광내 슬러지 chemistry azotemia 탈수 ,,901, 방광염 , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",71,4
A.Cocker Spaniel(아메리카 코커),FS,2126,D_VIP,향정 처방에 따른 주민번호 기재 완료 오늘누워서 발작 time 정도 몸떨구 제자리 돌아요 금일 time 정도 발작. tonic clonic 양상. 유연증상 동반 얼굴 좌우로 떨리면서 사지가 떨리는 양상 이후로 잘 못일어서고 몸을 못가눔 지금은 아이가 잘돌아다니고 괜찮음 기존에 초기 치매 가능성 진단 받으셨음. 한번씩 써클링 증상 보임 배변 문제가 있음 변을 누고 그 위로 앉아버림. 기저귀 착용해도 괜찮은건지 어떤 경우에 바로 병원에 와야하는건지 cbc mild anemia pcv non regenerative leukocytosis chem alp 증가 hyperglobulinemia ammonia 정상범위 glucose 정상범위 elect ca 정상범위 bicarbonate 감소 전신대발작으로 판단됨. 금일 혈액검사 결과 뇌외성 원인은 배제 cds를 유발했을만한 뇌병변의 진행 혹은 뇌종양 가능성 있음. 뇌염 또한 연령 바탕으로 가능성 떨어지나 배제할 수는 없음 mri촬영을 통한 병변 확인 필요하나 마취 위험성 큼. 보호자분께서 mri 촬영 원치않으시고 항발작약 복용하며 경과 지켜보기 원하심 발작 횟수 시간 등에 따라 약 조정될 수 있음을 안내드림 한달 뒤 페노바비탈 농도 검사 진행 필요하다 안내됨 ddx cds meningioma meningoencepahlaitis etc 아이 추가 증상 발생 없을시 내복약 동일 처방 ,,33, 경련 발작 (원인 미정) , 신경 질환 ,"떠는 증상, 경련 또는 미진","떠는 증상, 경련 또는 미진",694,0
Maltese(말티즈),MN              ,2031,E_24시아이, 녹내장검사차 내원함 문진시 호흡이 많이 안좋아보인다고 윤부원장이먼저 고지했으나 보호자 원래 기침이 많고 흥분을 잘하는 성격이라고 했음 방사선촬영중 폐수종 확인 모든검사 중단 후 입원연계 식욕 활기 백신 사상충 rad 폐수종 만성기관지협착 경화 부토파놀 amp 갑작스런 폐사가능성 고지. month 입원 후 경과보기로. 추가적인검사도 바이탈 안정화되면 진행 심초음파및 안구검사등등 . ,-,14, 폐수종 (원인 미정) , 호흡기 질환 ,호흡곤란,호흡곤란,215,10
Maltese(말티즈),MN              ,2031,G_부천이지, month 전부터 식욕없음 숨이 가파름 호흡곤란 o. sbp 측정불가 방사선 우측후엽 opecity 증가 심비대 a. 심비대 심하여 심인성 폐수종 가능성 높으나 우측후엽에 국한하여 opecity 증가한 부분 있어 명확한 부분은 심초음파 및 이뇨제 처치에 대한 반응 지켜봐야 함 설명 입원 중 원내 사망가능성 고지 tx. oxygen supply furosemide time kg bolus dobutamine time kg min cri 오후관리사항 food 식사종류 양 d 소량 사사미 식욕상태 사사미만 먹음 급식방법 자율 urine feces etc tx dobutamine cri furosemide cri enoxaparine time kg sc ,"2001, 2088, 2085",, 폐수종 (원인 미정) , 호흡기 질환 ,,,367,10
Maltese(말티즈),FS,2126,C_잠실ON,cc 기립 불능 time 전에 갑자기 증상시작 이전까지 이런적 없었습니다 안구진탕 틸팅 기립불능 식욕저하 점막 정상 체온 정상 청진 정상 혈액검사 방사선 키홀 싸인 비용문제로 입원 원치 않으시고 원래 다니던 병원에 가시겠다고 하심 mpss 만니톨만 처치하고 내일 다른 병원에 꼭 가시라고 말씀드림 밤사이 위험할수 있다고 말씀드림 ,,, 경련 발작 (원인 미정) , 신경 질환 ,,,184,0
Norwegian forest cat(노르웨이숲),FS,2048,D_VIP,로얄케닌 사료에서 다른사료로 바꾸고 설사시작함. 지역병원에서 약 처방받아 먹으면 좋아지고 약끊어지면 다시 설사하는걸 몇차례 반복되었다고 함. 지금은 다시 로얄케닌사료 인도어 인테스티날 섞어서 먹이고 있지만 설사 여전하다고 함. 지역병원에서는 방사선검사만 했고 특이사항없었다고 함. 금일 본원 검사결과 세균과증식에 의한 설사로 생각됩니다. 설사pcr 패널 위해 분변 가지고 오라고 분변통 드렸습니다. 결과나오기 전까지 약 유지합니다. 유산균은 프로맥스로 month 먹이고 이후 비피더스 유지하세요. 복부초음파 fullscan by hyuna findings 소장의 특이적인 corrugation은 관찰되지 않으나 공장림프절 장간막림프절의 에코 저하 및 약간의 종대 관찰됨 회장 원위부의 확장 및 액체 저류 관찰됨 imaging dx ddx enteritis colitis ibd reactive lymphadenopathy ,코로나 바이러스 양성,2, 세균성 장염 , 소화기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),460,7
Russian Blue Cat(러시안 블루 고양이),MN              ,2095,G_부천이지,flutd로 관리 받고있는데 배뇨곤란 통원치료로 호전되지 않아 입원치료 차 내원한다고 합니다. time day 오랫동안 배뇨자세 취하고 화장실 바깥에서 배뇨 하는 것 처음 확인. 이후 하얀 물질 plug 생식기 바깥으로 튀어나와있는 것 관찰. 비 동물병원에서 내복약 관리. 어제부터는 아예 못싸는 듯함. 밤에 time 다른 병원가서 초음파가이드하 뇨 제거. 식욕 저하. 컨디션 저하. 로얄캐닌 urinary 사료 먹이고 있음. 이전에는 방광염 증상 없었음. 보호자 요청에 따라 병리학적 검사 실시함 혈액검사 혈구 전해질 신장 초음파검사 방광내 매우 다량의 sludge 방광벽 특이소견 없음. tx 요도카테터 이용한 개통술 생식기 주변 점막 발적 심함 개통시 심한 저항감 없었음 수액처치 하트만 타우린 cepha time kg bid ampi time kg tid famotidine time kg bid 오후관리사항 food 식사종류 양 개인 d캔 식욕테스트 식욕상태 없음 급식방법 자발 urine feces 요도카테터 etc 치료 및 상담내용 tx e ,,"901,902", 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨,핍뇨/무뇨","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",534,1
Pomeranian(포메라이안),F               ,2133,E_24시아이, 접종 내외부 기록 확인해주세요 접종타병원에서 완료 이틀전부터 주저앉음 제자리에 눕거나 자세를 못잡고 좌우로 누움 편한자세를 못취하는것 같다고. 양측 슬개골 탈구 진단은 예전에 받음 잘 안걷고 허리쪽 웅크려있고 아파함 구토는 원래 간헐적 일주일에 번 해서 위장관약 투약했었음 이틀전에 산책해서 변은 확인됨 어제 혼자 갑자기 통증호소 소리를 냄 pe 복압상승 고유지각반사 약간 느림 슬개골 탈구 있음 이번 증상과는 무관 비만형 체구 식욕 활기 백신 사상충 rad 배변정체 ivdd grade cpl kit neg crp 외에 병적인 부분없음 month 입원 후 경과보기로. ce 신경계손상 grade 동통호소가 주증상 약물반응에 좋지않으면 예후 불량 재발가능성 염두에 두고 관리 필요 퇴원시 내복약 비용 발생 없음 ,,"1,4,1302", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"구토(급성/만성),통증,운동불내성",구토(급성/만성),399,6
Shih Tzu(시추),MN              ,2133,G_부천이지,며칠전에 기침 증상이후 비틀거림 month 일전에 잠깐동안 증상 나타남 안구 진탕 오늘 오전부터 증상 나타남 head turn head tilt pe ataxia rolling right head tilt nystagmus fast phase right 고유 자세 반응 좌측 후지를 제외한 모든 다리 반응 없음 그외 평가 불가 검사 혈액 검사 방사선 검사 초음파 검사 상담 중추 전정계 질환 또는 노령성 전정계 질환 의심 노령성 전정계 질환의 경우 month 이내에 차도 보일 가능성 있음 증상 호전 없을경우 mri 촬영 권유 상태에 따라 투약 결정 예정 내복약 처방 kbrtime kg 세레니아 time kg 오메드 time kg sid month 이후 kbr은 time kg bid로 조절 할 예정 ,,, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,,,393,6
Persian Cat(페르시안 고양이),MN,2091,C_잠실ON, 엉킴추가 좋아하던 사료가 수입이 안되서 식욕 감소 최근 좀 외로웠음 글로블린 수치상승 체크위해 건강검진 실시 방사선 검사상 신장 크기 감소 보임 year month year month month 전에비해 체중감소 집에서 음식 잘 안먹고 운동성 낮으며 음수량이 적다고하심 현재 상태로 iris staging 하기는 어려우나 기또는 a기로 판단되며 진행방지를 위해 epa dha 형태로 구성된,,, 방광염 , 비뇨기과 질환 ,,,218,4
Shih Tzu(시추),FS              ,2116,G_부천이지,s 털에 가려져 있어 잘 모르셨음 언제 생겼는지 어제부터 급격히 커졌는지 전혀 모르심 일반상태 양호 유선종괴 혈관화 열감 발적 약간 단단한편 심잡음 없음 영상검사 비장 종괴 난소 이질적으로 증식 유선종괴 악성가능성 높음 내일 수술예정 e 술후 염증발생 종양재발 마취 위험성 설명 ,"2233, 2081",221, 유선 종양 / 유방 종괴 , 생식기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",156,8
Mixed(혼합),MN              ,2244,G_부천이지,s 혈당이 높아서 치료하러 오셨다고 함. 구토 혈액도 섞여나옴. 식욕감소 절반 정도 이상 식욕감소 복부초음파 검사 간 실질 전반적으로 불균질. 총담관 time 심하게 확장되었으며 췌장 위치에서 직경 급속히 감소하여 췌장염에 의한 폐색 가능성 고려. 췌장 실질 불균질하고 저에코로 변화 두께는 cm로 두꺼워져 급성 췌장염 의심. 췌장 주변으로 복막염 매우 심함. 췌장 주변 림프절 비대. 십이지장 근육층 두꺼워지고 벽 두께 또한 time 이상으로 두꺼워져 염증 의심. 방광내 echogenic sludge 존재. 혈액검사 상 간수치의 전반적 상승 고혈당 고빌리루빈혈 crp 상승 소변검사 상 케톤 확인 dk pancreatitis tx ampicillin time kg tid iv cefazolin time kg tid iv famotidine time kg bid iv tramadol time kg tid iv fluid therapy 타우린 타치온 펜톡시필린 insulin cri e 심한 췌장염 소견 있으며 주변으로 복막염 소견있음 실제로 염증수치도 높고 담도계 폐색에 의한 황달까지 진행 더불이 당뇨에 의한 합병증인 케톤증이 확인되는바 이에 대한 적극적인 치료가 필요함 기저질환에 의한 합병증 발생가능성 높음 오후관리사항 food 식사종류 양 저녁시간 후 입원 식욕상태 급식방법 urine feces etc ,"2082, 2081, 2085","1,101,21", 당뇨병 ,내분비 질환 ,"구토(급성/만성),혈토,식욕부진, 식욕저하",구토(급성/만성),681,3
발발이,MN,2275,D_VIP, 보호자님 time time time 까지는 tel 번호로 연락주시고 time 이후로는 tel 번으로 연락달라고 하셨습니다. 안녕하세요. vip동물의료센터입니다. 똘이 수술 잘 끝났고 지금은 마취회복중입니다. 면회는 오후 time 사이에 가능합니다. 감사합니다. money 결제하셨습니다 조정은 dr.조서현 subjective 좌측 후지의 번째 발가락 피부 손상으로 인해 절단술 진행 예정인 환자. objective laboratory examination cbc elec nrf chem nrf assessment lt. hindlimb time digit degloving injury plan sx phalangeal amputation ,,0, 사고 (교통 사고 포함) ,전신성의 질환,기타 증상,기타 증상,360,5
Shih Tzu(시추),FS,2091,D_VIP,cc 재진 소변을 정상적으로 볼 때보다 소변색이 연해진 것 같다고 하심 내복약 먹고 소변량이 다시 많아진 것 같음 하루 소변 횟수 번 보는 편 심음 폐음 양호 혈액검사 alp high ce 혈액검사 상 간수치가 높게 측정됨. month 뒤 recheck 필요함. 항생제감수성 검사 결과 균 배양되지 않음. 방광에 대한 문제 아니라면 신장의 문제일 수 있으므로 sdma검사 안내드림. 호른몬성 질환일 가능성도 있으나 나이가 많지 않은 것을 고려했을 때 신장에 대한 평가가 우선적으로 진행되는 것 안내. 내복약 중단 후 소변량 및 횟수에 대한 모니터링 필요함. 생식기 부분 핥지 않도록 넥칼라 유지 안내드림. time 재진 및 sdma결과 안내 upc ,cystitis,801, 방광염 , 비뇨기과 질환 ,변색뇨,변색뇨,363,4
Maltese(말티즈),F               ,2048,F_센트럴,s 기립불능.아침 time 발견 어제 잘 못먹음 month 전 부터 설사 키트검사.파보 음성 코로나.음성 cdv p t. no murmur bg fecal exam numerous hyperactive campylobacter spp 소화기사진 피부에 있음 아미노산 수액 권장 혈장 cri비용 안내드렸으나 비용부담으로 현재는 보류원하심 ,,"29,2", 세균성 장염 , 소화기 질환 ,"부전마비, 완전마비,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)","부전마비, 완전마비",188,7
Chihuahua(치와와),M,2126,B_W, 강직성 경련상태로 내원 혈변 기립불능 plr 지연 보호자 술취한상태로 내원 비용설명하자 욕하고 난동부림 보호자 형님 오셔서 대략의 히스토리 들어본 결과 치매걸린 어머니와 토토 둘이 지내는데 어머니께서 사람음식을 자꾸 주셔서 장염이 온듯하다 함 본보호자가 술취한 상태에서 설사해놓은 것 보고 아이를 때렸거나 집어던졌거나 발로 찬듯하다고 그저께까지는 아무 이상 없었다 함 중독이나 외상 가능성 높음 비용 문제로 욕,2273,"2,4,15,16", 경련 발작 (원인 미정) , 신경 질환 ,"설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),통증,출혈,발작",설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),230,0
Poodles(푸들),F,2126,B_W,cc 픽픽 쓰러짐. hpi 오늘 갑자기 걷다가 술취한 사람처럼 걷다가 주저앉는 증상을 몇 번 보임. gi 가끔씩 식이성 구토 설사는 없음 gc 밥은 잘 먹는 편 ug 잘 보는 편. 기절 경련등의 증상 없었음. shivering 및 불안 증세 심박 및 혈압 높았음. 체크리스트 혈액검사상 특이사항은 보이지 않으나 전해질상 lactic acidosis hypocalcemia 새벽 time 경 경련함. 곧바로 diazepam iv calcium gluconate time kg iv over time lactate crp nh 정상 cpl 하루 입원 하여 안정 및 주치의 인계하여 정밀검사 예정 ,2082,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,331,0
Mixed(혼합),F               ,2244,G_부천이지, 엊그제 설사 평소식이는 개간식위주로. 사람음식은 안먹음. 사료는 토끼고기 기반의 사료 식욕은 양호 유선종양은 작년 크리스마스 때 처음 확인. 최근갑자기 커짐. month 전 혈액성 설사 이후 괜찮아짐 최근 들어 빈호흡 양상 뒷다리에 힘이 없어 잘 걷질 못함 흉부 복부방사선 검사 폐 실질 전반적으로 기관지 패턴 및 간질 패턴 관찰 복배상에서 좌심이 흉벽과 가까워보여 좌심비대 의심되나 외측상에서 뚜렷하지 않음. 간의 caudal margin이 늑골궁 밖으로 돌출되고 변연이 둥글게 변하여 심한 간비대 관찰. 복부초음파 검사 간 전반적으로 에코가 균질하게 증가. 담낭내 다량의 sludge가 존재하며 담낭 확장 관찰. 총담관은 확장 없음. 비장 전반적으로 에코가 낮아짐. 좌측 췌장엽 우측 췌장엽 모두 균질하게 에코가 증가되었으며 두께도 정상범위의 upper margin으로 측정. 좌측 부신 cm로 크기 증가. 양측 신장은 피질 에코 약간 상승. 형태적 이상은 없음. 심장초음파 검사 판막 변성 심하지 않으며 la ao ratio 으로 좌심방 비대 뚜렷하지 않음. mode에서 이완기시 심실심근벽 두께가 정상범위보다 미약하게 증가한 것 이외에 모두 정상 범위. mr은 매우 적은양으로 관찰되어 속력 측정 진행하지 못함. tr pr ar 없음. pw 검사와 조직도플러 검사에서 이완기 장애 관찰. 혈액검사 acth 검사 상 쿠싱진단됨 췌장염 양성 spec cpl 수치 증가 고혈당 고지질혈증 고암모니아혈증 간수치 증가 전해질 불균형 디다이머 증가 빈혈 소변검사 케톤뇨 당뇨 확인 dk pancreatitis cushing tx ampicillin time kg iv famotidine time kg iv enrofloxacin time kg sc tramadol time kg iv enoxaparin time kg sc insulin kg cri rx trilostane time kg bid po udca time kg bid po 입원 후 경과관찰 합병증으로 인한 사망가능성 있음 추후 유선 종양 세포검사 및 ct 검사예정 혈당 검사 month 간 매주 호르몬 검사는 매달예정 오후관리사항 food 식사종류 양 저녁 식사시간 이후로 내원 후 입원 식욕상태 급식방법 urine feces etc tx ,"2245, 2082, 2116","2,1401", 당뇨병 ,내분비 질환 ,"설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),빈호흡",설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),1123,3
Dachshunds(닥스훈트 ),FS              ,2275,G_부천이지,맞은것 같다고 함 month 전에 연락 받았다고 함 언제 충격 받았는지 알수 없음 시골에 어머님이 맡아서 데리고 있었음 어제까지는 식욕 있었지만 오늘은 식욕 없었다고 함 육안적으로 복부 피하 출혈과 출혈 있다고 함 tel 흉 복부방사선 검사 우심의 변연이 둥글어보이는 것은 흉골 형태에 따른 variation으로 보임. 하복부 위치에 피하 기종 관찰. right sacroiliac joint luxation pubis and ischium fracture 관찰. 복부 serosal detail 소실은 없음. 복부초음파 검사 간과 비장에서 특이소견 없음. 중복부 위치에서 소장 일부 분절 주변 복막지방 에코 국소적으로 상승되었으나 복강내 free gas 및 복수 소견 없음. 혈액 검사 상담 차적으로 우측 천장골 골절 수술 이후 상태에 따라 차 수술 진행할수 있음 수술후 입원하면서 복부 장기에 대한 평가 예정 처치 수액 처치 세파 time kg 트라마돌 time kg 파모티딘 time kg tid 엔로 time kg sid 요도카테터 삽입 오후관리사항 food 식사종류 양 ct 촬영 전 금식 식욕상태 급식방법 urine feces etc tx ,,"21,79", 사고 (교통 사고 포함) ,전신성의 질환,"식욕부진, 식욕저하,점상출혈, 자반, 반상출혈, 피하출혈","식욕부진, 식욕저하",588,5
Shih Tzu(시추),FS              ,2031,F_센트럴,cc 최근들어 호흡을 힘들어하고 기운없어 함 방사선 검사 폐부종 mild 심비대 악화 혈액검사 hyper lactate hct ce 심부전 악화로 이뇨제 추가처방 응급상황 발생가능설명 tx laxis time kg sc rx laxis time kg 포 응급약으로 별도처방 분당 호흡수 회 이상일 경우 복용 txp month month 수혈 ,x,14, 폐수종 (원인 미정) , 호흡기 질환 ,호흡곤란,호흡곤란,191,10
Dachshunds(닥스훈트 ),F,2181,B_W,s month 전에 산책을 갔다가 움직임이 없고 오라고 하며 오지 않고 왼쪽 겨드랑이를 잡으려고 하니 pain을 느낌 오늘은 쇼파도 올라가거나 내려가지도 못함 금일 ivdd수술을 진행함 내일 혈액 검사 실시. tx s pain control ketamine time kg lidocaine time kg tramadol time kg maintenous fluid cefradine time kg tid cimetidine time kg tid tramadole time kg tid enrofloxacin time kg bid taurine time head sid methocarbamole time kg tid acethylcystein time kg bid vita b.c 각 ample head mpss time kg 이후 time kg 회 이후 time kg 회 총 회 time 간격으로 처치 supply all day ,,4, 추간판 탈출증 ,근육 골격 질환 ,통증,통증,465,9
Mixed(혼합),MN,2181,D_VIP, 재진 아직도 기립불능 전혀 걷지 못함 왼쪽 앞다리는 쓸 수 있으나 오른 앞다리는 전혀 부중 못함 식사는 누운 상태로 먹고 의식은 있음 만지면 물려고 함 차에서 떨어진 이벤트 이전에는 완전 정상 보행했었음 강북 동물병원에서 심장약 복용 중 신체검사 rt. 앞 뒷다리 고유반응 superficial deep lt. 뒷다리 고유반응 지연 superficial lt. 앞다리 고유반응 hopping 경추 bending 시 심한 저항감 통증 호소 확연한 외상 병력 고려시 경추 디스크 탈출증 가장 의심되는 상황 상태 확인 및 진단 위한 mri 필요 혈액검사 bun alt cervical truma susp. 확연한 외상 병력 고려시 경추 디스크 탈출증 가장 의심되는 상황 상태 확인 및 진단 위한 mri 필요 신장수치 상승 단백질 위주의 식사 평상시에도 음수량은 부족한 상태 당일 피하수액time 마취 전후 음수 및 배뇨 모니터링 요망 심장병 관리중 강북ah 에서 관리중 현재 두드러지는 임상증상은 없어 주의깊게 마취 rx 식이 단백질 위주의 식사중 bun 상승 및 심장병 기저질환과 관련 식이 조절 필요 내복약 진통제 mri 촬영 전 스테로이드 제외 보호자 고지 익일 time 반 오전에 mri 이안에 의뢰 ,,29, 추간판 탈출증 ,근육 골격 질환 ,"부전마비, 완전마비","부전마비, 완전마비",618,9
Poodles(푸들),MN              ,2275,E_24시아이, 아이러브펫ah refer 자전거를 피하려다가 차에 뒷부분을 침 식욕 활기 백신 사상충 원내 혈뇨 혈변을 동반한 상태로 내원. 페니스 멍들음 사타구니 부종심함 crt sec 항문열려있음 rad 골반골절 a wbc 낮고 nh ip 높음 박입원 바이탈 및 폐출혈 방광파열 요복강등 볼예정 sirs 신부전 등등 위험성 고지함. 그외 필요한처치는 산소공급등은 고지하고 들어갈것 pm 보호자 어머님 아버님 심정지된 선재 확인 공동화장 비용 고지 day 담당선생님과 정산하는것으로 마무리 은과장님 아버님꼐 전화한번 드리시면 됩니다. 크게 덧붙일 애기도 없었음 남자보호자 예후불량 고시하고 있었음. ,,"8,42,71,222,77", 사고 (교통 사고 포함) ,전신성의 질환,"혈뇨,혈변,멍,부종, 홍반,골절",혈뇨,328,5
K.C(Korean Cat),MN,2274,C_잠실ON, month 등쪽 부위 감염 삼출물 보임 치료 후에도 month 후 현재까지 뒷다리 힘이 없어보임 점프할때 주저함. time 이내 높이까지 올라감 ,,34, 교상 (bite wound),전신성의 질환,교상,교상,82,2
Shih Tzu(시추),MN,2181,B_W,수술후 month 째 어제 통증이 존재 하는지 pantimg이 존재 하였으나 acepromazine을 투여하고 이후 호흡이 안정적으로 바뀌고 혈압도 정상으로 바귀었음 술부 상태는 양호함 tx s pain control ketamine time kg lidocaine time kg maintenous fluid cefradine time kg tid cimetidine time kg tid tramadole time kg tid enrofloxacin time kg bid taurine time head sid methocarbamole time kg tid mpss time kg 회 이후 time kg 회 총 회 time 간격으로 처치 이후 pds time kg bid vit b.c 각 ample head bid supply all day ,,4, 추간판 탈출증 ,근육 골격 질환 ,통증,통증,419,9
