품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Mixed(혼합),F,추간판탈출증,C_잠실ON, month 전부터 후지파행 보임 오늘 아침에는 비틀거림 심해짐 최근 임신 출산을 거치면서 체중증가 심했음 한센 type 설명드렸으며 일단 돌출형에 준해 치료 실시 내과적 처치중 증상 지속시 mri 수술 가능성도 안내드림 퇴원후 침치료 추천드림 month 운동제한 안내드림 평소 사료 잘 안먹음 잘 안먹으면 시저 섞어주시고 결제는 나중에 하시기로 함 매일 사진 보내드리기로 함 면회는 오시지 말라고 안내드림 저녁 time 경 후지보행실조 보임 deep pain은 있으나 운동소실 보호자분 내원하셔서 상담드림 현재 증상이 진행되는것으로 보이며 공격적인 내과적 처치에도 불구하고 진행이 되면 예후가 안좋을 수 있다. 만약 밤사이 공격적인 처치를 진행함에도 운동성이 돌아오지 않을경우 mri 촬영을 추천드림 촬영검사상 추간판 돌출일 경우 침치료 month 추천드림 extrusion의 경우 수술도 고려해보다 안내드림 블로그에 있는 베니 케이스 설명드림 수술시 성공율은 정도이며 수술 후에도 재활이 필요함을 안내드림 만약 deep pain 소실시 예후 안좋다고 설명드림 내일 오전 time 에 보호자분 전화 오실거고 내일 아침 푸딩이 상태에 따라 mri검사 진행할지 결정하기로 함 증상 호전 없으면 진행하자고 추천드려주세요 . 본원에서 수술은 가능하다고 안내드림 ,,29,,,"부전마비, 완전마비","부전마비, 완전마비",647,5
Mixed(혼합),MN,2122,B_W,s 내원 time 쯤 전 식탁에서 떨어짐 정확한 착지모습은 보지못하심 이후 잘 놀고 괜찮다가 목에 뭐가 걸린듯 켁켁거리고 눈이 바깥쪽으로 돌아가는 듯한 증상 관찰하시고 내원 내원시는 기침 및 사시증상 없음 panting bp 정상 몸 좌측의 고유자세반응 전반적으로 지연되고 약간의 파행 관찰됨 압진시 통증반응은 없으며 관절가동범위도 정상 right plr 지연 panting mms 나 st 는 정상이며 crackle 없음 흉부방사선 및 히스토리상 mild한 폐출혈 및 뇌압상승 가능성 우려되어 하루정도 산소처치하기로 함 뇌압상승에 대한 가능성과 모니터링 필요성 고지함 tx 산소처치 주사 tranexamic acid ampi 수액 ns taurine vit c 하루동안 수액 산소처치 후 경과관찰하여 퇴원 결정해주세요 최갑철원장님께 진료받기 원하심 진행경과 오후 보행및 상태 양호 오후에 식사 함. 내일 흉부 방사선후 안정적이면 오후에 퇴원 할것. ,,16, 외상성 뇌 질환 , 신경 질환 ,발작,발작,476,3
Maltese(말티즈),MN,2092,C_잠실ON,cc mal odor in oral 우측 귀의 외이염 hpi month 에 다시 혈뇨를 보여 병원에서 진료를 봤으며 이후 혈뇨는 멈추었음. 최근 초음파 검사상 결석 확인됨 스켈링 이후에도 구취가 지속됨 history med vac all booster hwp trauma surg 요도성형술 env indoor. month 회. 양이 많다. food d d. 양념되지 않은 고기. 구워서. 양배추 month 전 shivering. 으르렁 거림. . 혈액검사상 nrf . 방사선 검사상 방광내 다수의 결석 time 이하 이 확인됨 . 초음파 검사상 요도내 슬러지 방광내 다수의 결석 방광벽의 비후 확인됨 . 뇨검사상 산성뇨 소수의 strucite 결정 time hg 번 커프 ,,8, 방광 결석 , 비뇨기과 질환 ,혈뇨,혈뇨,377,11
Poodles(푸들),M,2046,D_VIP,대학로 동물병원 refer. 의뢰병원관련 진료전 전화완료 진료후 전화완료 초진일 전화 안됨 원장님 요청사항 주호소 time 전쯤 보호자 먹기위해 잘라놓은 사과를 덩어리째 삼킴 삼킨 후 유연증상 및 구토보여서 대학로 내원 후 본원 안내받고 내원 예방접종 all done 사육환경 indoor 신체검사 mental alert hr rr bp bcs mmc crt sec 탈수평가 nrf 혈액검사 cbc nrf chem nrf elec nrf 영상검사 식도 조영촬영 위 분문부 앞쪽 식도이물 dx ddx esophageal foreign body 음식물을 내시경을 통해 위로 밀어넣어주는 시술 진행 마취시 특이사항없음 회복 후 특이사항없음 내복약 및 위장관 보호제 처방후 퇴원조치 입원 권해드렸으나 집에서 지켜보길 원하셨고 관리중 유연 구토 호흡곤란 등 특이적인 임상증상 관찰될 시 즉시 내원안내 ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,443,8
Poodles(푸들),MN              ,슬개골탈구,E_24시아이, 이번주 day 부터 오른쪽 뒷다리를 들어요 그동안 샾에서 미용을 했어요 예전만큼 잘 뛰어다니지는 않아요 식욕 활기 백신 사상충 오른쪽 슬개골 탈구 수술 p month 입원 퇴원시 내복약 month 분 포함 . ,-,0,,,기타 증상,기타 증상,118,1
Maltese(말티즈),FS              ,2123,G_부천이지,검사 상 특이소견 없음 최근 발정 왔었음 유선종괴에 대해 검사 후 수술 권유 중성화 mri 촬영에 대해서는 생각해 보시기로 함 ,,0, 척수 질환 (추간판 탈출증 제외) , 신경 질환 ,기타 증상,기타 증상,71,1
Maltese(말티즈),FS,2117,B_W,창백하고 기운이 없어서 내원함 복강내 종양이 있음 금일 오전 흉수를time제거했었음 케비어 동물병원 복강 내 출혈량이 상당하여 응급수술 진행함 우측 난소종양 수술 후 hct 수혈time진행함 ,,"15,20", 상기에 해당하지 않는 자성 생식기 종양 , 생식기 질환 ,"출혈,빈혈",출혈,107,10
Pomeranian(포메라이안),FS,2101,D_VIP, refer. 주호소 생식기 혈액성 삼출물 anorexia 현증경과 하혈 오늘부터 시작. 이틀동안 식욕 없음. 신체검사 mental depression bptime hg bcs mmc pink crt normal 탈수평가 혈액검사 chemistry nrf electrolyte mild hypokalemia cbc mild leukocytosis moderate anemia crp high 영상검사 방사선 cxr 특이사항이 관찰되지 않습니다. 복부초음파 by hyuna findings 담낭 내 다량의 슬러지 및 뭉친 결석사 양측 신장 피질 에코 미약하게 증가하였으며 양측 신장의 결석들 관찰됨 양측 자궁각의 심한 확장 및 고에코 슬러지 관찰됨 자궁각 내 혈괴로 판단되는 부분도 관찰됨 imaging dx ddx pyometra urolithiasis nephritis cholelithiasis comment 방사선검사로의 신장 크기 평가가 추천됩니다. 복압 항진이 심하여 우측 부신은 평가하지 않았습니다. dx ddx pyometra 익일 ohe 수술 진행하며 술 후 심한 빈혈 발생 가능성 높아 수혈이 필요할 수도 있습니다. 심한 염증으로 인하여 입원 치료 중 췌장염 발생 가능성 있습니다. rx 식이 npo tx 수액처치 plasma solution fold 주사제 cefotaxim time kg iv tid metronidazole time kg bid famotidine time kg bid ohe 수술 진행. 술 후 cbc 결과에 따라 수혈 진행. ,,24, 자궁 축농증 , 생식기 질환 ,"삼출물, 분비물, 농루","삼출물, 분비물, 농루",765,7
Maltese(말티즈),MN              ,2001,F_센트럴, month 전부터 타원에서 심장치료 받으심 최근에 약이 떨어져서 먹이지 못하심 혈압 systolic ecg nsf ray vhs 심장초음파 이첨판막폐쇄부전증 건삭파열 의심됨 ,,0, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,기타 증상,기타 증상,98,1
Yorkshire Terrier(요크셔 테리어),MN,2210,C_잠실ON,cc 전신 발적 소양감 time 경 위증상으로 집근처 time 병원에서 치료후에도 증상 지속돼 내원 복부홍반 얼굴 입주위 부종 발적 사료 d 외 다른것 급여한것 없다고함 집에서 분식먹다가 흘린것 주워먹을 가능성있음 year 혈소판감소증으로 본원 치료경력 혈액검사 nrf 금 보호자에게 전화요망 ,,222, 알레르기 성 피부염 (항원 특이 적) ,피부 질환 ,"부종, 홍반","부종, 홍반",164,6
Maltese(말티즈),FS              ,,E_24시아이, 체리아이 내과적처치에 호전없음 기침 회 day 식욕 활기 백신 사상충 a rad 전엽 호전 sx 내일 ohe 체리아이 원래 money 네고 money ,,0,,,기타 증상,기타 증상,85,1
Shih Tzu(시추),MN              ,2289,G_부천이지,s 최근 들어 공막충혈이 있음 혈청검사 고칼슘혈증 혈압 안압 od os 초음파 비장 target sign nodule 양성 종괴 가능성 신장 양측 에코 상승 우측 신장 낭포 부신 양측 부신 종대 texture 변화 고혈압 포도막염 rx enarapril time kg bid po 포러스 하루 회 부신수질 호르몬 검사 의뢰 예정 검사 결과에 따라 내복약 추가여부 결정 ,"2288, 2233, 2253",15, 상기에 해당하지 전신성 질환 / 증상,전신성의 질환,출혈,출혈,206,10
Persian Cat(페르시안 고양이),MN,2063,D_VIP,s 기분저하 최근 기분이 좋지않은것 같다고 함 특별한 소화기증상은 없음 만지면 그르렁 거리고 싫어함 혈액검사 cre 예전과 비슷함 구강검사상 특이소견 없음 온몸에 털이 너무 많이 엉켜있음 방사선상 변이 딱딱하고 많이 정체되어있음 검사상 이상적인 소견은 mild한 변비소견 확인 아직 관장을 할 정도는 아니지만 month 내 변을 보지못하면 관장이 필요할수도 있음 털이 온몸에 엉켜있어서 엉킨부분을 만지면 특히 더 싫어함 변비와 털때문에 기분이 않좋아질수 있을것으로 보임 변비 락툴로오즈 timetid 처방 미용은 마취의 부담때문에 무마취미용 가능한 곳에서 한번 해보시기를 권해드림 증상 호전없으면 재내원 ,,28, 변비 (거대 결장 증 포함) , 소화기 질환 ,기력저하,기력저하,338,0
Miniature Schnauzer(미니어쳐 슈나우져),MN,2092,C_잠실ON, 평소 산책시 배뇨 조금씩 자주 그저께 산책시 배뇨 마지막 피 확인 어제 집에서 소변에 피가 약간 섞여 있음 당근 오이 수박 먹고 물을 잘 안먹음 방광결석 및 요도 결석에 의한 혈뇨로 보여짐 올해초 간에 hypoechoic한 다수의 nodule 및 건강상태 체크 위해 복부 정밀초음파 예정 정 토 op예정 ,,8, 방광 결석 , 비뇨기과 질환 ,혈뇨,혈뇨,171,11
K.C(Korean Cat),MN,2215,D_VIP, refer. 시마ah 의뢰병원관련 진료후 전화완료 주호소 올 초에 눈물량이 많아짐 우측만 다니시던 병원에서 포러스 처방 후 약간 호전되는 듯 하다가 다시 눈물 눈곱 항생안약 추가 처방 지난주 day 부터 눈밑이 붓기 시작함. 주말에 시마 동물병원에서 내복약 안약 처방받았으나 크게 호전 없음. 닦아주다가 고름이 눈물샘쪽으로 배출되면 붓기 줄어들었다 다시 부었다 반복. 컨디션 양호한 편이기는 하나 최근 병원 많이 왔다갔다하면서 스트레스 받는듯. 식욕 약간 줄어듬. 배변 배뇨 양호 year 령쯤 길냥이 입양. 허피스 항체 추가접종에도 안생겼던 아이. 현증경과 예방접종 사육환경 사료 신체검사 mental alert hr bcs mmc pink crt 탈수평가 혈액검사 cbc nrf c crea hyperglo . hyperlipidemia 영상검사 방사선검사 흉부 by hyuna no remarkable findings ct검사 by hyuna 사내공유 차진료보고서 vip ct 보고서 폴더 내 소견서 보관 smear 다수의 neutrophil few cocci sx dr.조서현 subjective 안구 내측 배농 위해 이송. assessment periocular abscess plan sx abscess open debridement penrose drainge placement skin incision for approach to the abscess. open the abscess with stap incision. drainge the discharge and debride of debri inside the abscess with currette placement of penrose drainge. end of procedure 보호자 상담 누관과 연결되어 농양이 발생한 케이스로 추정. 해당 농양은 세척결과 누관에 이어진 것으로 보임. 농양의 제거가 성공적으로 이루어져 배액관의 청결한 관리와 항생제 복용시 수술없이 치료가 가능할 수 있을 것으로 보임. 다음주 day 배액관 제거 예정. dx ddx periocular abscess 우측 안구 주변 농양 세균 배양 항감수 진행 배액관 제거시 결과 확인하여 항생제 변경 필요할 경우 진행 예정 조과장님께 인계 rx 내복약 cephalexine time kg po bid enrofloxacin time kg po bid famotidine time kg po bid ofloxacin ocular agent tid month 후 배액관 제거 예정 time 조과장님. ,,222,,,"부종, 홍반","부종, 홍반",1257,6
Persian Cat(페르시안 고양이),FS,2092,D_VIP,s 여아중성화수술 sx. by 송 routine midline incision double ligations maxon before resection abdominal closure maxon subcutaneous closure maxon intracutaneous closure maxon skin closure blue nylon nrf ,,8, 방광 결석 , 비뇨기과 질환 ,혈뇨,혈뇨,192,11
K.C(Korean Cat),MN,2278,A_라라,s 이틀간 음식을 먹지 않고 기운 없음 물도 먹지 않음 대변은 오늘 낮에 마지막으로 봄 소변은 어제가 마지막. 벼루와 화장을 따로 사용함. 이전에 소변 못 봐서 진료 받은 적이 있음 오랜 시간이 지나서 정확히 기억 나지는 않음 그 외 요로 결석 피부염 치료 받은 적 외에 아팠던 적은 없음 카테터로 제거하였음 year 전 일임. 혈액검사 인수치 감소 아밀라제 수치 증가 방사선 검사 우측 신장 마진의 불규칙 복부 초음파 검사 우측 신장의 에코 증가 우측 신장 옆 낭종 방광벽 바디 부분에 비후 고에코 소변 검사 요단백과 백혈구 확인됨 소변 정기 검사 내일 배양 검사 결과 까지 보고 치료 시작하기로 함. 방광에 대해서는 염증 치료 필요하며 시스트에 대해서는 정기 검진해야 함. 음식을 먹지 않는 부분은 다른 곳에 이상이 없다면 치아에 대한 관리가 필요하다고 설명드림. 위 내 이물 소견은 음식인지 헤어볼이지 확인 필요함 ,,"28,21",,,"기력저하,식욕부진, 식욕저하",기력저하,459,0
Mixed(혼합),MN              ,2001,E_24시아이, 종합검진 식욕 활기 백신 사상충 rad lk mineralization us liver 우측 에코상승 lk 피질 에코상승 mr time tr time la ao ratio lvidd cm a 진한 노란색 ph rbc pro ketone. bilirubin glucose all neg sediment rbc pellet usg money upc cre 부토파놀 amp ct free rx. ramipril money mg kg sid time 소변검사 심장관련 검사 . ,2001/2087,0, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,기타 증상,기타 증상,264,1
K.C(Korean Cat),FS              ,2224,D_VIP, 절식 후 내원 동생분이 데리고 오심 원 보호자님과 전화 통화 좌측 전지 병변 부위 조직검사시 봉합 불가할 수 있으며 지속 출혈 가능 또한 종양 종류 모르는 상태로 쇼크사도 가능 동의하에 진행 검사 끝나면 연락드리기로 함 마취 동의서는 양이 데려오신 동생분이 작성 cbc wbc 만 천 hct plt 양호 전해질 양호 종합혈청 crea 외 수치 양호함 복부 초음,,222, 비만 세포종 (피부) ,피부 질환 ,"부종, 홍반","부종, 홍반",202,6
Poodles(푸들),MN              ,2259,F_센트럴, history 외출 후 자일리톨 껌 섭식 발견 최소 개 time 자리 비우심 엎드려 있고 구석에 있음 잘 걷지 못함 month 전에 오메가산 알 먹음 접종 month 일 전에 시행 objective palor mucus highly elevated gpt got hypokalemia 구토 처치 시 다량의 자일리톨 껌 확인됨 저혈당증은 없으나 간수치 상승 저칼륨혈증 및 쇼크 증상 감안 자일리톨 중독에 준해 입원 하 공격적인 처치 권장 보호자분 부모님과 통화가 되지 않아서 일단 데려가심 야간에라도 데려오셔서 입원 치료 권장 ,,25, 다른 중독 질환 ,전신성의 질환,이물,이물,295,8
Scottich Fold Cat(스코티쉬 폴더 고양이),MN              ,2046,F_센트럴, month 전에 식물 잎 개 섭취 month 전부터 구토 설사 시작 오늘 저녁 이후로 식욕부진 어렸을때 차접종까지 실시 cpl negative chemistry n.r.f 구토 설사 증상에 준해 입원처치후 경과 보기로 합니다 fecal test 아포균 먹은 식물 castanospemum green ball 식물은 사람에서 일부 소화기 증상을 유발할 수 있고 pet 에서 소화기 증상을 유발할 수 있다고 페이퍼있음 거의 연구 없음. 세균성 장염과 식물에 의한 소화기 상황에 기준하여 치료 워낙 병원에서 예민한 상황이라 보호자님 퇴원 요청 퇴원하여 통원치료 ,,"25,1,2", 소화관 이물 / 섭취 , 소화기 질환 ,"이물,구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",이물,312,8
Persian Cat(페르시안 고양이),MN              ,2095,G_부천이지,배뇨 곤란 증상 있음 화장실에 오랬동안 앉아 있음 배변 정상 어제 부터 증상 나타남 의심되는 질환 없음 복부초음파 검사 간 비장 신장 특이소견 없음. 방광 cranial쪽 벽 두께 time 이상으로 두꺼워지고 내부에 echogenic crystal 다량 관찰. 혈액 검사 상담 암모니아 수치 상승과 방광내 crystal 유전적인 질환 가능성 있음 ct 등 특수 검사 권유 month 정도 입원 치료 권유 처치 수액 처치 요도 카테터 삽입 세파 time kg 파모티딘 time kg tid 오후관리사항 food 식사종류 양 마취 후 요도카테터 잡음 금식 식욕상태 급식방법 urine feces etc ,2091,901, 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,"배뇨장애(통증, 곤란), 빈뇨, 이소배뇨","배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",335,4
Maltese(말티즈),FS              ,스케일링,D_VIP, 금식 확인. 마취 전 검사상 wbc 약간 하락 말고 특이사항 없음. 스케일링 진행. 발치 진행. 잇몸염 약간 있어서 내복약 처방. 삼순이 보호자님. vip 동물 의료 센터입니다 .삼순이 스케일링과 발치는 끝났습니다. time 후 쯤 아이 데리러 오시면 되십니다. ,,"38,222",,,"부종, 홍반","부종, 홍반",148,6
spitz(스피츠),F               ,2244,D_VIP, 건강 검진 및 당뇨 재진 당뇨 있음. 체중이 계속 감소됨. 피부도 안 좋음. 전반적인 탈모. 눈 쪽 이상없는지 확인 궁금함. pu pd 없음. 식욕 양호. 배변도 양호. time 반에 인슐린 time 반에 식이 급여 후 내원. 피부 상태 좋지 않음. 탈모 및 발적. 혈당 chemistry alp 상승 cbc nrf electrolyte nrf sonography nrf fructosamine 안정화 중 복부초음파 by hyuna findings no remarkable findings 사료 변경 후 nph 칸으로 증량. 피부 상태를 위해 cotex 투여. 사료 변경 d 남은 사료 다 먹일 때까지 d 와 low fat 섞어서 g씩 급여. low fat 다 먹이면 d g씩 두번 급여. 이 주뒤 day 전화로 예약 하실 예정. f day d day 한 번에 nph 칸으로 향상. 매일 정해진시간에 식사와 인슐린 주사를 해야합니다. 식이는 d g을 급여합니다. 인슐린은 식사 한시간 뒤인 주사 부위 피부 소독 후 피하주사합니다. 인슐린은 꼭 냉장보관해주시고 주사전에 time 정도 잘 섞어주셔야 합니다. 인슐린 용량은 인슐린 주사기로 칸입니다. 주사 후에는 절대 문지르시면 안됩니다. 만일 식사를 하지 않는 경우 혹은 정해진 양보다 적게 먹는 경우에도 혈당은 계속 오르기 때문에 인슐린은 주사해야 하나 식사를 다 했을 때보다는 적은 양을 주사해야 합니다. 만일 반만 먹는다면 칸 하나도 먹지 않는 경우에는 칸을 주사합니다. 목욕 운동 등은 가볍게 진행해주세요 무리한 운동은 혈당의 급상승 혹은 급하강을 유발할수 있기 때문에 무리한 운동은 자제해주세요 목욕은 가능하나 미용은 혈당이 안정될 시기까지는 피하시는게 좋습니다. 정해진 음식 이외에는 가급적 급여하지 마십시요 혈당을 올릴수 있는 과일 간식 등은 먹이시면 안되면 너무 배고파할 경우에는 야채를 주세요. 혈당은 아이 상태에 따라 언제든 바뀔 수 있습니다. 일관된 사료 급여와 일정한 운동이 필요합니다. 재검시 fructosamine 농도 검사 month 간의 혈당 모니터링 나 혈당 곡선 검사가 이루어집니다. 혈당 곡선 검사의 경우 내원전 평소처럼 아침 식이 급여 및 인슐린 주사 후 내원하여 주간동안 time 간격으로 혈당을 체크하고 그 결과에 따라 인슐린 용량을 조절하게 됩니다. 당뇨는 간질환 신부전 호르몬질환 등을 유발시킬수 있으며 백내장 신경증상 등이 합병증으로 나타날 수 있는 질환입니다. 혈당이 관리되지 않는 경우 간수치의 지속 상승이 가능하나 이는 호르몬 질환 쿠싱 으로도 나타날 수 있습니다. 쿠싱 질환의 경우 인슐린 효과를 방해할 수 있으므로 혈당 관리 중 이상이 지속되는 경우 호르몬 관련한 검사를 진행해야 합니다. 인슐린의 과다주사는 저혈당이 유발될수 있습니다. 만약 발작을 하거나 너무 기운이 없는 증상을 보인다면 바로 병원으로 내원해주세요 혈당이 높은 경우 음수량이 늘어나게 됩니다. 관리하는 동안 큰 변화 없이 음수량이 유지되는게 필요하며 만일 갑작스럽게 음수량이 늘 경우 혈당 이상을 감지하고 내원하셔서 검사를 진행해야 합니다. 물은 아이가 언제어디서든 충분히 섭취할 수 있도록 신선한 물을 집안 여러 곳에 두셔야 합니다. ,,0, 당뇨병 ,내분비 질환 ,기타 증상,기타 증상,1573,1
Mixed(혼합),FS              ,2101,E_24시아이, 자궁 축농증이라고 들음 계속 기운이 없음 계속 좋아하는 간식만 먹음 입맛이 없음 식욕 활기 백신 사상충 us pyometra p 자궁 두께 cm 비용 money . ,2101,0, 자궁 축농증 , 생식기 질환 ,기타 증상,기타 증상,93,1
Maltese(말티즈),MN              ,PRA,G_부천이지, c.c 간 눈에 대한 검사 원하심. 시흥 이지 refer hpi 간수치 지속적으로 높아 그에 대한 검사 원하심 관련 증상은 전혀 없음 꽤 예전부터 간수치 높았음 year month time alp alt year month time alp alt 얼마전부터 환경이 바뀌자 모서리에 부딪히거나 간식을 손으로 집어서 주면 정확한 곳을 물지 못하는 경우가 있음 시력이 떨어지는 것 같아 검사 원하심 phi 살령 혈소판 감소증으로 pds 한달 투약 경력 있음 현재도 주기적으로 cbc 검사중이신데 이상은 없음 month 에 acthst 시 정상이었음 month 에 각막궤양 있었음 완치상태 당시 os 눈물량 time 정도로 감소되어 있었음 od 체형은 어릴때부터 비만 booster vac all done o. bcs sbp 혈액검사 alp 측정불가 alt 배 상승 bil 증가 tg 증가 감소 뇨검사 저비중뇨 radiographic findings thorax time clock region of the cardiac silhouette is enlarged from the vd view. abdomen hepatomegaly appendicular skeleton misc. ultrasonographic findings hepatic echogenecity is moderately increased with multiple hypoechoic nodules with various sizes upto cm. multiple hyperechoic calculi are visible in the right kidney. 안과 menace ou 밝은 곳에서 장애물 피해다니나 어두운 곳에서는 더 조심스럽고 장애물에 부딪힘 stt od os time iop ou time hg ultrasonographic os viterous degeneration 안저검사 od가 os에 비해 혈관위축 더 진행됨 a. 갑상선기능저하증 rule out 필요 free 의뢰함 간 multiple hypoechoic nodules hepatomegaly 간수치 증가 고지혈증 우신결석 안과 ou pra 진행 중 od 혈관위축 더 진행되어 있음 os 초자체 변성 ce. 환자는 pra 로 앞으로 시력이 점차적으로 없어질 것입니다. 딱히 치료방법이 없으므로 시력이 더 없어지면 집 구조는 되도록 바꾸지 않도록 해주세요. 낮게 나왔으나 tsh 정상범위로 euthyroid syndrome 가능성일 수도 있어 free 검사 보냅니다. free 가 낮게 나온다면 갑상선 기능저하증으로 판단하고 levothyroxine 투약하면서 alp 수치 및 모니터링 합시다. free 정상으로 나온다면 절식 후 bile acid 검사 및 생검까지 고려해봅시다. 안압 로 낮고 stt도 낮게 나왔으나 증상 전혀 없으므로 주기적인 재검 및 증상에 따라 처방 필요할 것으로 보입니다. 시흥이지에서 검사 및 처방 관리 가능한 부분들은 그곳에서 관리합니다. ,"2081, 2085, 2286",0,,,기타 증상,기타 증상,1461,1
Miniature Pinscher(미니어쳐 핀셔),M               ,2171,E_24시아이, 왼쪽 눈밑이 부은지는 month 정도 요즘 밥먹는양은 조금 덜함. 식욕 활기 백신 사상충 왼쪽 하안검쪽으로 부음 치첨농양 의심 scaling tooth extration 박입원 졸레틸 time . ,2171,222, 치근 농양 / 냇가 농양 ,치아 및 구강 질환 ,"부종, 홍반","부종, 홍반",111,6
American Shorthair Cat(아메리칸 숏 헤어 고양이),FS              ,2091,G_부천이지,s 약먹고 나서 조금 괜찮아진 거 같았는데 어제 다시 소변을 지리고 혈액이 조금 나옴 엉덩이를 비비고 다님 흉복부 방사선 임상 증상 관련 특이 소견 관찰되지 않음. 복부 초음파 방광 내 소량의 뇨가 차 있는 것을 고려하여도 방광벽이 다소 두꺼움. 방광 내부에 다량의 슬러지와 매우 작은 결석 의심되는 고에코 음영이 다수 관찰되며 근위 요도 내부까지 이어져 관찰된다. 방광 주변 복막 에코 정상적. 양측 신장 피질에 multifocal calcification 이 경미하게 관찰. 그외 특이 소견 없음. 좌우측 췌장엽 균질한 고에코로 관찰됨. 간 담낭에 특이 소견 없음. 소장 운동성 양호하며 벽층 변화 관찰되지 않음. 소변검사 leu pro glu 적혈구 다수의 결정확인 tx ampicillin time kg tid iv cefazolin time kg tid iv famotidine time kg bid iv tramadol time kg tid iv fluid 타우린 타치온 펜톡시 히알루론 산 방광점적 회 e 증상에 따라 퇴원시기 결정할 것이고 보통 month 정도 소요됨 퇴원 시 사료 및 보조제 처방 예정 고에코의 췌장 확인되므로 이에 대한 증상 및 문제가 생기는지 여부 체크 방광염증의 진행경과 지켜볼 예정 합병증 발생여부 확인 ,2286,"8,9", 방광염 , 비뇨기과 질환 ,"혈뇨,배뇨실금",혈뇨,640,11
K.C(Korean Cat),,2278,D_VIP,cc 저체온증 탈수 혈뇨 어제 구조 시 저체온 기력 거의 없었으며 가온 펫밀크 허피스 안약 넣어주시고 다시 구조해온 자리에 두심 오늘 다시 그 자리에 갔더니 기력없고 냉감 주변에 계란 흰자같은 것 구토해놓음 t 내원당시 low pm 아이스팩 후 fpv cpv 혈액검사 wbc high glucose lactate 혈액도말 대부분 band cell 확인 흉부방사선 mild 한 폐 침윤 관찰됨 현재 체온 조절되지 않으며 지속적인 빈호흡 노력성 호흡 관찰되므로 예후 좋지 않을 것으로 판단. 초음파 상 방광에 혈괴로 의심되는 덩어리 및 지속적인 혈뇨관찰되므로 요검사 및 추가적인 혈액검사 필요. 탈수교정 후 추가적인 혈액검사 진행 혈뇨 모니터링 ,저체온중,28, 건강 상실 (식욕 부진 등 원인 미정) ,전신성의 질환,기력저하,기력저하,359,0
Pomeranian(포메라이안),M,2285,D_VIP, 생후 수유 회 사료 회 알 bg 응급 처치 후확인 d 자발 식사 확인 후 귀가 tx 포도당 timeiv 포도당 timepo ns time hr 하루 알 번 급여 d 캔 당분간 캔씩 급여 상태 저하시 응급 내원 필요 ,,28, 저혈당 ,전신성의 질환,기력저하,기력저하,121,0
K.C(Korean Cat),M               ,2046,D_VIP, money 수납 기호연 그 사이 구토 없음. 활력 좋음. 혈검 crea mild high 방사 위내 이물 확인. 내시경과 위장관이물제거수술 모두 설명드림. 개복수술은 원치 않으시고 내시경으로 진행 원하심. 내시경으로 진행시 모두 제거 안될 가능성 안내드림. sx 내시경으로 개정도 제거. 제거과정에서 식도와 위 자극으로 인한 발적 심함. 마취 회복은 원활히 이루어짐. 내일 신장수치 체크 후 큰 상승 없으면 퇴원. 검사 후 퇴원시간에 관련하여 전화한번 드려주세요. month 뒤 신장재검 후 신장 관리 스케줄 설정 예정. sdma 검사 유무도 결정 month 이상 식도염과 위장염 관리 유동식 급여. ,,25, 소화관 이물 / 섭취 , 소화기 질환 ,이물,이물,337,8
Poodles(푸들),FS,2120,C_잠실ON,cc mri 촬영 history는 month time 자 전화상담 내역 참고 .year month time 자 방사선 촬영한것을 보면 severe key hole sign 관찰됨. . 금일 발작과 관련해서 mri 촬영 예정. 촬영을 위한 마취전 검사를 이용해서 큰 문제가 없다면 month 뒤 스케일링 진행할 예정임. ,,16, 수막염 / 수막 뇌염 / 뇌염 , 신경 질환 ,발작,발작,178,3
Maltese(말티즈),FS              ,2098,G_부천이지, 수술명 방광폴립 제거 및 조직검사 술전검사 결과 특이사항 chemistry 간수치 상승 스테로이드 투여 cbc nrf electrolyte nrf ray nrf sono 방광 및 요도에 걸친 종괴 확인 b.p 수술전 처치 항생제 세파 진통제 트라마돌 fluid ns 마취종류 호흡마취 프로포폴 cc 기타 오전관리사항 food urine feces etc tx 오후관리사항 food npo urine feces 뇨카테터 etc tx ,2098,"8,901", 비뇨 기계 종양 질환 , 비뇨기과 질환 ,"혈뇨,배뇨장애(통증, 곤란), 빈뇨, 이소배뇨",혈뇨,242,11
