품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,label_id
Poodles(푸들),MN,2099,D_VIP, money 수납하셨습니다 기호연 금일 남중 예약 컨디션 양호 금식 완료 다른 아이들과 달리 동건이만 소변을 못가림 다음 다뇨 있고 말간 소변 신체검사 bw kg hr bpm 혈검 azotemia bun crea hyperna hypercl 방사선 복부초음파 full scan by hyuna findings 양측 신장의 정상 모양 소실 피 수질 에코 구분되지 않으며 심하게 상승 신장 내 다발성 낭종 최대 time 신장 낭종과 신우의 경계가 모호하여 신우 크기가 명확하게 측정되지 않음 근위 요관의 확장이 관찰되지 않으므로 폐색에 의한 신우 확장 가능성은 낮습니다 imaging dx ddx congenital renal dysplasia 선천적 신장이형성으로 인한 질소혈증 예후 불량 가능성. rx 식이 renal can bid rer 유지 내복약 레날어드 time sp 크레메진timebid tx 수액 sfold 입원 ,신장이형성,10, 상기에 해당하지 비뇨기 질환 , 비뇨기과 질환 ,다뇨/다발(다음),다뇨/다발(다음),461,5
Chihuahua(치와와),F               ,2121,F_센트럴,cc 침흘림 호흡곤란 유연 호흡곤란.귀가해 발견 새벽 time .외출전 까진 정상 오후 time 동복자견 마리중 한마리.어미는 출산후 일주일경 사망 .오연성 이었다고 함. 예방접종.차 까지 천문 개방. 방사선.폐 반사도 증가 혈검.양호 키트검사.파보 .음성 진행한 검사 결과에서 특이 소견이 없어서 추가적 검사 필요. 종 특이적인 질병인 수두증 의심되며 초음파 검사 추천됨. 입원하는 동안 특이소견이 보이지않아서 퇴원. ce 보호자분이 초음파 검사는 하지않는다고 하심. ,,"31,14", 뇌수종 / 뇌수종 , 신경 질환 ,"유연,호흡곤란",유연,263,16
Pungsan Dog(풍산견),F               ,normal,E_24시아이, 당일 지인분한테서 얻어옴 당일 갈비먹고 혈변과 구토증상 기운없고 힘이 없음 마른상태임 원래 애당초 활발하지 않고 기운없는 강아지를 분양받은듯. 식욕 활기 백신 사상충 파보코로나 키트 음성 잠복가능성 고지 month 입원 후 치료 연계 결정하기로. . ,-,"42,1,28",,,"혈변,구토(급성/만성),기력저하",혈변,141,19
Maltese(말티즈),M               ,2001,E_24시아이, 오늘 추가 예방접종인데 콧물이 심함 요즘들어 밥을 조금 덜 먹는건 있는편 안약도 추가로 처방 요청 pe 좌심 murmur 장액성 콧물 cbc wbc crp ray bronchointerstital pattern bronchitis pneumonitis spp. 좌측 심잡음 폐질환에 의해 심질환 더 진행될 가능성 고지 입원 수액처치보다 약먹고 보는걸로 하시겠다고. 심혈관계 full screening 필요 혈액검사도 모두 필요 검사비용은 항목에따라 비용편차 큼 적게는 많게는 month 뒤 리첵 이때 상태 괜찮으면 접종하고 아니면 치료지속 ,2001,75, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,심잡음,심잡음,303,14
Maltese(말티즈),MN,2281,D_VIP, 최근 들어서 음수량 배뇨량 많이 늘어난 것 같아서 걱정되어 내원 컨디션 양호 배변 정상 혈액검사상 특이소견 확인되지 않습니다 집에서 음수량 체크해보실 것 안내 달콩이 기준 하루time이상인지 time 으로 체크해주세요 다음 확인될 경우 추가 검사 해보도록 하겠습니다 익일 안부전화 ,,10, 다 음 다 소변 (원인 미정) ,전신성의 질환,다뇨/다발(다음),다뇨/다발(다음),158,5
Mixed(혼합),MN,2275,D_VIP, refer. 주호소 hbc 현증경과 가게 앞 산책배뇨 위해 산책하다가 고양이를 쫓아가면서 오토바이에 사고남. 예방접종 접종은 모두 진행하심 신체검사 mental obtundation panting bptime hg bcs mmc pale pink crt delay od 공막 결막 심한 충혈 및 부종 안구 외전 paddling rolling 혈액검사 lactate high blood gas analysis hypernatremia hypokalemia cbc nrf chemistry hyperglycemia alt increased dimer high 영상검사 skull 미세한 fissure line이 관찰되나 확실하지 않음. cxr nrf axr nrf 신경계검사 bilateral vertical nystagmus non plr reflex deep pain fore limb neg. hindlimb pos. dx ddx brain injury by trauma 교통사고에 의한 심한 뇌손상에 따른 신경증상이 지속적으로 관찰되고 이에 준한 치료를 진행할 예정이나 예후가 좋지는 않을 것으로 판단됩니다. tx ecg monitoring oxygen supply 수액처치 plasma sol. kcl time eq 주사제 fentanyl cri fentanyl patch dexamethason mannitol kg cri qid diazepam time kg iv rolling 심할 경우 cefotaxim time kg bid iv metronidazole time kg bid iv metoclopramide time kg bid iv famotidine time kg bid iv furosemide time kg hr cri dalteparin iu kg bid sc ofloxacin eye drop every time pds eye drop qid 리포직 안연고 qid brain injury에 준한 치료를 진행하면서 신경증상 모니터링. 전해질 교정 및 검사 안검 및 공막 부종 감소 후 안구 평가. 입원 모니터링 bp time hg로 유지 lactate 로 감소 심한 paddling rolling 증상 관찰 diazepam time kg iv diazepam time kg iv 진정제 투여후에는 장시간 안정된 상태 유지되나 hr가 min로 낮게 유지되어 cranial pressure 상승에 의한 cushing reflex가 충분히 의심됩니다. ,2122 (외상성 뇌 질환),40, 사고 (교통 사고 포함) ,전신성의 질환,신경증상(이상행동),신경증상(이상행동),1216,12
Mixed(혼합),FS              ,2020,E_24시아이, 장액성 콧물증상 추석연휴부터 증상 나타남 현재 농성 점성의 콧물증상 보이고 기침반사 있음 일주일전 유기견 데려와서 키움 밥 잘먹고 활동성은 좋음 접종 안되어있음 집에 나이든 노령견과 같이 지냄 나이는 year 미만으로 추정 pe bcs 털이 상당히 많이 빠짐 사래걸린듯한 기침반사 손으로 촉진시 몸에 열감 아주 심함 식욕 활기 백신 사상충 rad 우측폐염 침윤소견 현재 진행형 호흡기증상패턴인지 전에 호흡기증상 오래 앓아왔던 흔적에 대한 평가는 모호 lab wbc crp bt 고체온증 kit neg mf 호흡기치료하면서 경과보면서 전염병 감별검사하시겠다고 함 인플루엔자 홍역 키트 보호자 일정상 month 간격으로 내원가능 개선안될시 전염병 감별검사 반드시 필요함 개선되면 백신일정 잡아줘야함 ,,6, 기관염 / 기관지염 , 호흡기 질환 ,비강 분비 및 비출혈,비강 분비 및 비출혈,390,9
Russian Blue Cat(러시안 블루 고양이),F,2267,D_VIP, money 결제하심 기호연 cc abdominal enlargement 지난 주에 다른 병원에 가서 약 받아 오셨는데 좀 괜찮아졌었다고 하심 작년 month 에 샾에서 데리고 오심 신체검사 bar crt mm pink dry bcs no cardiac murmur no pulmonary sound systemic jaundice abdominal distension 혈액검사 fcov 양성 low ag ratio hyperglobulinemia leukocytosis hyperbilirubinemia t.bil saa low nacl 복수검사 복수time제거 corona elisa 의뢰 rivalta tncc sp 복수 sg. money cytology nrf 영상검사 ray gastric enlargement peritoneal fluid fip 수액 및 면역 요법 적용 복수 차면 빼주세요 내일 복수 뺄 거면 복수 빼고 ip로 dexa time kg 한번 주세요 ishida protocol ifn mu kg eod sc day pds time kg bid or dexa time kg ip once only ozagrel time kg bid ,,"11,3", 고양이 복막염 · FIP ,전신성의 질환,"복부확대(팽만),발열/고열",복부확대(팽만),592,8
Yorkshire Terrier(요크셔 테리어),MN              ,2274,G_부천이지,교상 하늘 동물병원 의뢰 time 전에 물림 등쪽 부위에 교상 부위 몇군데 확인 됨 검사 방사선 검사 우측 흉벽 허탈 우측 time 늑골 골절 등쪽 및 우측흉벽쪽 피하기종 초음파 검사 담낭내 sludge 혈액 검사 상담 환자 상태에 따라서 수술 예정 수술시 흉벽 상태 확인 예정 확인되지 않은 부위의 문제로 인해 위험해질 사망 가능성 있음 처치 수액 처치 산소 공급 세파 time kg 트라마돌 time kg 파모티딘 time kg tid 엔로 time kg sid 교상부위 소독 오후관리사항 food 식사종류 양 금식 식욕상태 급식방법 urine feces 요도카테터 etc tx ,,34, 교상 (bite wound),전신성의 질환,교상,교상,326,3
Mixed(혼합),MN              ,2014,D_VIP,s 작년 month 달 부터 기침하고 뒤로 넘어가면서 오줌 지리면서 쓰러짐 호흡이 계속 좋지않았음 오늘 응급으로 내원. 올 설날 때부터 몇번 쓰러지고 당시 배뇨 보이고 문질러주면 깨어났음. 몇 번 그런 일이 나타났다가 괜찮아졌음. 최근 month 전부터 호흡이 빨라지고 기절한 증상 보임. 갑자기 기절 그러면서 배뇨 보임. 의식 없음. time 쯤 지속됨. 깨고 나면 우측 다리가 말려들어감. 금방 회복되지 않음. month 일에 한번씩. 지속시간은 번. month 전부터는 기절은 안 하지만 비틀비틀 거림. 우측으로 뱅글 돔. 우측으로 쓰러짐. 발작증상은 없음. 기절 직전에 불안한 모습 보인다. year 령 때 전립선 비대때문에 배뇨 못한 경력 있음. 이후 중성화 했었음. 이후 배뇨 잘 함. 최근 뇨색은 짙은 노랑. p 내원 당시 depressed 및 호흡항진. 기립 불가. femoral pulse 촉진 불가하나 혈압 측정 시 양호. crt mmc pink 탈수 구취 매우 심하며 심한 치석. 도 청진 시 murmur 심하지 않음. a cbc wbc 만 plt c bun crea ip nh electrolytes lactate dimer microfilaria positive canine heartworm ag kit positive 방사선 촬영 흉부 mpa bulsing 우심의 미약한 종대. 전반적인 폐 실질의 간질침윤. 복부 aerophagia heartworm disease azotemia hyperammonemia 현재 심장사상충 양성 확인되는 바 이로 인한 호흡곤란 일 가능성 존재함. 현재 이로인한 dic일 가능성도 배제할 수는 없음. 보호자가 호소한 증상이 syncope일 가능성과 seizure 일 가능성 모두 가능함. 정확한 감별은 힘든 상황이나 둘다 고려 가능 할 것으로 생각됨. 현재 확인된 고암모니아혈증과 질소혈증에 대해 입원하여 수액처치 필요하나 심장사상충 감염되어 호흡곤란 증상을 나타내고 있는 바 다른 환자보다 더 예후는 안 좋을 수 있음을 말씀드렸음. 보호자 분께서 집에서 환자 마지막 보내고 싶다고 하셔서 퇴원 원하여 퇴원조치 하였음. 퇴원 시 캔산소 처방 추천드렸으나 원치 않으심. rx doxycycline famotidine clopidogrel pds sildenafil tx dobutamine time kg hrs cri for time hs time kg hrs furosemide time kg iv ,,"9,1601,40,14", 심장사상충(Heartworm disease), 순환기 질환 ,"배뇨실금,실신,신경증상(이상행동),호흡곤란",배뇨실금,1209,7
Pomeranian(포메라이안),MN              ,2275,G_부천이지,의자에서 떨어짐. 떨어진 직후 데려옴. 전신방사선 검사 우측 요척골 단순 골절 혈액 검사 오후관리사항 food 식사종류 양 개인사료 불린 반그릇 d time 식욕상태 좋음 급식방법 자율 urine feces etc 치료 및 상담내용 tx 진통수액 sd tlk tramadol time kg e 익일 오전 time 최원장님과 수술 상담 ,,77, 사고 (교통 사고 포함) ,전신성의 질환,골절,골절,187,2
Siamese Cat(샴 고양이),MN,2244,D_VIP, refer. 대형ah 의뢰병원관련 진료전 전화완료 진료없이 바로 의뢰 진료후 전화완료 카톡보고 주호소 다음 다뇨 체중감소 식욕부진 현증경과 month 부터 사료량이 줄고 활력 떨어짐. 체중 kg 방광 팽만 심해 혈검 영상검사 후 비뇨기계 준해 약 처방 이후 소변도 잘보고 식욕 좋았음 month 말부터 다음 다뇨 매우 심함. kg 직전까지만 해도 식욕은 유지하고 있었음. 병원 내원전까지는 그래도 장난 치고 활력 유지. 지난 day 혈검 초음파 요검사 소변을 참는지 방광은 매번 빵빵해져있는 편 혈당 높았으나 대기시간 길고 병원방문 등 스트레스 요인으로 집에서 혈당기로 체크 후 인슐린 주사 고려했다고 함 병원 다녀온 이후부터 식욕 아예 없는 상태. 츄르는 그래도 잘 먹는 편. d 건사료 처방받아서 g정도는 먹었으나 그 이후 안먹음 d 먹고 형태있으나 무른변 month 초부터 사료량 체중감소. 행동변화 가족들 옆에 붙어있거나 마중나오는 애교들이 없어짐 어제부터 양쪽 귀가 차가운 편. 평상시 뜨거운편. 예방접종 year 전 추가접종 사상충 구제 겨울 제외 ad으로 month 까지 사육환경 alone 사료 퓨어비타 생식본능 얼티밋 . 닭가슴살 육수. 간식 생.본만 급이했을때 이전에 혈변 봤었음 신체검사 mental depressed hr rr bptime hg bcs 탈수평가 혈액검사 bg accuchek cbc nrf blood gas 전반적 전해질 모두 저하 ph hco beecf c hyperglycemia t.bil fructosamine dimer 영상검사 방사선검사 by yoon imaging dx ddx vhs hepatomegaly 복부초음파 by yoon imaging dx ddx vacuolohepatopathies lipidosis portal hypertension chronic pnacreatitis sublumbar lymph adenopathies comment 간 병변은 당뇨로 인했을 가능성이 높음. 당뇨로 인한 간세포 부종은 인근 미세 혈관과 미세 담관을 압박하여 portal hypertension 과 간 담도계 관련 수치 증가를 유발했을 가능성 있음 급성 췌장염 보다는 만성 췌장염 소견을 보임. diabetic ketosis ketoacidosis 케톤성당뇨 확인되고 있어 입원하 당곡선 모니터링 pmbg pmbg pmbg rx 식이 d can kcal kg day can tx 수액처치 plasma sol. kcl time eq time hr 유지 입원하 당곡선 케톤체 자발식욕 확인 익일 강급 insulin ,만성췌장염,10, 당뇨병 ,내분비 질환 ,다뇨/다발(다음),다뇨/다발(다음),1268,5
spitz(스피츠),F               ,,F_센트럴,cc 물을 많이 먹고 식사량도 늘어남 피부상태는 호전 봄철 발정 obj 방사선검사 nrf 초음파 nrf 요검사 sg 혈검 hyper alp ce 금일검사에서 다음 다뇨 증상을 나타낼만한 원인이 없음 month 후에 다음 지속시 쿠싱검사와 당뇨 검사 진행 ,"2244, 2245","10,65",,,"다뇨/다발(다음),식탐",다뇨/다발(다음),142,5
K.C(Korean Cat),F,2285,B_W,s 낮까지는 식욕 및 기력 양호했으나 밤 time 경부터 식욕저하 기립불능 떠는 증상 설탕물 급여시 먹지도 못하고 심하게 떨어서 내원 구토설사 없음 창문에서 뛰어내리다가 삐긋한 것 정도 외에는 외상 가능성은 없다고 함 내원시 간혹 shivering 있는 것 외 특이사항 없음 기립불능 및 기력저하 소견 전혀 관찰되지 않음 원내에서 ad 및 츄루 급여시 매우 잘먹음 tpr 모두 정상 bp 미약한 탈수소견 있으나 심하지 않음 혈검상 wbc lactate 살짝 높은 것 외 특이사항 없음 식욕 좋고 기력 양호하며 이상소견 관찰되지 않으므로 입원처치하지 않고 ad 츄루 급여 후 퇴원조치하려 했으나 퇴원직전 두부의 경련 우측 head tilt 수평방향 안구진탕 발생함 이후 급작스럽게 경련 심해지며 우측으로 쓰러져 기립불능 상태 관찰됨 tx diazepam 으로 즉시 안정되지 않아 pheno buto iv 후 심한 경련은 진정되었으나 미세경련 및 안구진탕 미약하게 지속됨 외상으로 인한 뇌압상승 가능성 배제할 수 없으므로 mannitol kg cri nac cri 산소처치 cepha taurine iv 내일 환자 상태에 따라 뇌압상승 o 후 mri 촬영여부 상담하기로 함 내일 세시 전에 보호자분께 전화드려서 상담 진행해 주세요 ,,13, 저혈당 ,전신성의 질환,허탈(붕괴),허탈(붕괴),631,18
Maltese(말티즈),M,2002,A_라라,s 엊그제부터 컨디션 저하. 어제 저녁 불러도 반응 없고 숨을 거칠게 쉼 오늘은 잘 걷지도 못함. 원래 음식을 많이 먹지 않으나 어제 그제 부터는 더 잘 안먹음. 호흡곤란 빈호흡보여 바로 ray 후엽부분 폐수종. 산소공급. 피모벤단 timepo. furotime 회. time투여 이후 time 동안 time g으로 cri. time furo time g으로 조정 저녁 time 이후 심박수 이하 호흡수 이하 체중 이하로 심장초음파 la ao peak s mr ar tr pr 있음 ,,"1401,14",,,"빈호흡,호흡곤란",빈호흡,270,11
Norwegian forest cat(노르웨이숲),MN,2027,A_라라,s 식욕없고 체중 빠지고 있음. 재채기 및 코막힘이 매우 심함. 허피스 마이코플라즈마 파스튜렐라 브론키셉티카 감염 입원은 약 month 간 예정 안약 항생제time 바이러스안약time 내복약 bid 네블 tid 주사치치는 없음. 퇴원전 흉부방사선 촬영 ,,6,,,비강 분비 및 비출혈,비강 분비 및 비출혈,141,9
Maltese(말티즈),FS              ,2094,G_부천이지, 층안내 금일 money 카드 수납 이지동물병원쪽으로 할부 month 결제 비과세금액 money month 전부터 고열 식욕부진 설사 구토 별다른 음식 주신 거 없음 항상 사료만 먹는편 기왕력 골반골절 수술 신장 담낭 안좋다는 소리 들으셨음 체온 heart murmur 복부 촉진 시 심한 통증반응 흉 복부방사선 결과 thorax 복배상에서 time 방향 외측상에서 time 방향 경미한 bulging으로 좌심방 비대. 폐 실질에서는 특이소견 없음. 외측상에서 thoracic inlet 위치에 기관 직경 감소되나 기관등쪽벽 관찰되어 redundant dorsal trachea membrane으로 보임. abdomen 좌측 신장은 요추 번 길이의 약 배로 비대. 우측 신장은 좌측 신장의 절반 길이정도로 보이며 신우위치에 결석 관찰. 그 외 특이소견 없음. 복부초음파 결과 담낭내 슬러지 관찰되며 담낭벽 고에코로 높아지고 벽두께 증가되어보임 time . 췌장 에코는 정상적이나 두께 cm로 정상범위 upper margin. 췌장 몸통 주변 복막 지방 에코 증가와 림프절의 경미한 비대 관찰되어 만성 췌장염 가능성 있음. 좌측 신장 신우는 cm 요관은 time 이상으로 확장. 방광으로 들어가는 요관입구에서 약 time 크기의 결석 확인. 우측 신장 신우에 결석 확인. 방사선상 신장 크기 감소와 피질 에코 상승 및 피질수질경계 모호하여 만성신장질환 상태이며 cranial pole쪽 피질내 wedge 형태로 고에코 병변 관찰되어 경색 가능성 있음. 우측 근위 요관만 내강 확장 경미한 수준으로 관찰되며 요관벽 두께가 약간 두꺼워보임. 좌측 부신은 time 로 비대되었으며 실질은 결절 형태로 보이며 불균질한 에코로 양성 adenoma 또는 hyperplasia 가능성 있으며 우측은 time 로 정상 크기 및 형태. 심장초음파 결과 echocardiography 이첨판의 prolapse 관찰 la ao ratio는 약 로 약간의 좌심방 비대 관찰. mode ivsd time lvidd time lvpwd time lvids time fs doppler mode mr 역류 방향은 좌심실벽 방향으로 흐르는 eccentric flow 형태로 관찰되며 역류 속도는 약 time s로 측정. a 역전 ivrt 연장으로 이완기 장애 관찰. e 값 낮아 좌심방내 압력 증가 의심 안됨. 대동맥으로 나가는 stoke volume은 vti 정상 이상 값이 cm로 감소되었을 것으로 예상됨. conclusion mr 역류는 eccentric flow로 정확한 양을 평가하기 어려우나 좌심방 확장 뚜렷하지 않으면서 volume overload도 관찰되지 않아 mild moderate mvi 상태일 것으로 생각. volume overload 없이 이완기시 좌심실 벽 두께가 증가되어 concentric hypertrophy 관찰되며 이완기장애는 이와 관련있을 것으로 보임. 따라서 수액처치시 폐수종 발생 위험성 있음. ct 촬영 촬영부위 복부 조영제 time time gi kg post time time 이상 가소견 방광으로 개구하는 요관 입구에서 약 time 크기 결석. 좌측 요관은 전반적으로 확장 되었으며 신우 또한 cm 이상으로 확장. 확장된 신우내 약 time 크기의 결석 개 관찰. 우측 신장은 피질내 다발적으로 경색소견 관찰되며 일부 피질 위축도 심한 상태이나 조영제 주입 후 요관내 조영제가 미약하게 내려오므로 end stage kidney는 아닐 것으로 보임. 요관결석 방광염 부신피질기능항진증 퇴행성심장판막질환 요관염 담낭염 의심 tx ampicillin time kg tid iv cefotaxime time kg tid iv famotidine time kg bid iv tramadol time kg tid iv 입원 후 ct 촬영 및 수술 e 술중 술후 회복 기간 중 경과에 따라 사망가능성 있음 오후관리사항 food 식사종류 양 금식 식욕상태 급식방법 urine feces etc tx ,"2245, 2091, 2001, 2078","3,1,2,21", 결석증 (Urolithiasis), 비뇨기과 질환 ,"발열/고열,구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),식욕부진, 식욕저하",발열/고열,1961,6
Pomeranian(포메라이안),MN              ,2043,F_센트럴,혈액섞인 구토 어제 회 오늘 아침에 회 일주일전부터 식욕감소 복통 chemistry 백혈구 증가 출혈성 위장염에 준해 입원처치 ,,"101,21", 위염 / 위장염 / 장염 , 소화기 질환 ,"혈토,식욕부진, 식욕저하",혈토,71,20
A.Cocker Spaniel(아메리카 코커),M               ,2001,E_24시아이, v 식욕 활기 백신 사상충 cc 배 밑에 있는 혹이 점점 커져서 치료 받고 싶고 전체적으로 체크 받고 싶어요 이전부터 있었던것 같은데 year 전부터 눈에 띠고 점점 커지고 있어요. 눈에 눈꼽이 자주 낌 눈은 가끔 안약받아서 넣어주는 정도로 관리중 당뇨 검사를 원하심 요즘에 음식을 많이 밝히고 pu pd 있어서 당뇨인것 같아요 떼를 쓰는 증상. 근처 병원에서 아이 시력의 문제가 있다고했고 동공 반사가 떨어진다고 말씀하심 month 에 한번씩 미용하면서 귀치료 받고 있음 귀약을 일주일 정도 처방받아서 복용하는 것을 미용할때마다 반복 엘림동물병원에서 케어 받음 노령인점 pu pd의 증상은 당뇨 뿐 아니라 신장질병 쿠싱병 등 여러 질환으로 야기될 수 있으므로 스크리닝 검사 필요함 고지 혈액검사 엑스레이 복부초음파 당뇨는 프럭토사민검사로 진행하기로 합의 pe bcs 청진 좌측 심잡음 직장검사 전립선 비대 없음 눈 상태 매우 안좋음. 각막부종 각결막염 있어보임 skin mass 유선에서 기인한것 같지 않음 일반적인 피부종양의 양상 cm 유경성을 띠는 종괴 복벽 유착 없음 혈관화 잘 되어 있으며 표층 궤양 없음 be bun 전해질 불균형 ray 심비대 만성 기관지염 us rad 부신종양인것같은데 cvc랑 겹쳐 있는것 같아서 모니터링 필요 ckd gb sludge liver nodule 췌장 이상 비장 약간 허니쿰 전에 얼룩덜룩한 느낌 ua yellow clear usg money dipstick ph protein trace rbc glu ketone bilirubin all neg. sediment direct sperm nsf smear nsf upc acth stim. test 시낙텐 timeiv pre post ckd 심장 초음파 필요 부신종양 쿠싱검사 필요. ct로 부신 확인 필요 ce 종괴는 다행히 복벽과의 유착이 없어서 피부종양 수준으로 생각되며 간단한 수술로 제거할 수 있음 마취를 위한 스크리닝 검사에서 만성 질환이 여러개 발견되었음 가장 시급한 문제는 아래와 같음 심장질환 심초 검사 필요 만성신장질환 요검사 요단백검사 필요 부신종양 쿠싱검사 필요함. 우측 부신의 종양화 되어 보이며 주변 대형혈관과의 관계가 초음파로는 정확히 알 수 없기 때문에 ct검사를 추천드립니다. 비용 문제 감안하여 쿠싱검사 먼저 받으시고 정기적인 초음파 검사로 추적검사하는 것도 방법입니다. month 안에 ct검사 실행할시 순수 ct비용 money 만 청구하기로 합의 추가적으로 전해질 불균형 신장수치상승 요독 으로 수액치료 권해드림 눈은 직접검안경으로 간단하게만 봤는데 눈상태가 매우 좋지 않아보임. 각막부종 각결막염등이 있어보이며 슬릿검사를 포함안 정밀검진 추천드림 money 대 비용 문제로 우선순위에 따라서 검사 먼저 하고 차후 논의하기로함 지과장 퇴사 고지했으며 향후 주치의 연계 문제 추가검사하기 위해서 month 입원 권장 드림 코카라는 종은 원래 활력 식욕이 좋은 아이들이라 실제 질병 수준보다 임상증상이 늦게 나타나는점 고지함. 상태에 비해 활력이 좋은거라는 점 고지 검사 진행 및 연계 치료 위해서 month 입원 후 추가 검사 진행하고 내일 종괴도 제거하기로 보호자와 합의함 내일 피부 종괴 제거 수술 아이덱스 조직검사 의뢰 아이덱스 의뢰 sdma fructosamine 조직검사 의뢰서 모두 써서 투명냉장고에 넣어둠 혈액샘플도 넣어놨고 수술후 조직만 넣어주시면 됩니다 한과장님 연계 보호자분 오후 time 에 오기로 합의 검사결과 심장병 단백뇨 쿠싱검사 설명 및 향후 치료계획 추적검사 일정 등 고지 내일 내복약 비용 별도 추가됨 고지함. . 안과는 오늘 손을 못대서 입원기간동안 프레드포르테 오큐프록스 열심히 넣어주도록 차트 써놨습니다. 내일 아이 눈상태와 오늘 찍어놓은 사진 비교하시면 좋을 듯합니다. 아이가 겁이 많아 공격성이 있어서 입마개를 꼭 씌워달라고 보호자가 강조했으니 주의하시기 바랍니다. ,2087 / 2001,10, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,다뇨/다발(다음),다뇨/다발(다음),1925,5
A.Cocker Spaniel(아메리카 코커),FS              ,2100,G_부천이지,s 다음 다뇨 증상 time 전까지 활력양호 이후 식욕부진 및 구토 증상 금손이 동물병원에서 복강 내 종양 있어 중성화하다가 폐복하고 본원에 의뢰됨 방사선 양측 신장 후방에 연부조직 밀도의 원형 종괴 초음파 좌신 에코 상승 수신 확장 다수의 결석 margin 불규칙 perinephric pseudocyst 부신 종대 우신 좌신과 유사 양측 신장 후방에 다수의 낭포를 포함하고 혈류과 활발히 관찰되는 주변 장기보다 hypoechoic한 종괴가 관찰 ddx lymph node ovary 췌장염 강양성 혈액검사 상 신장수치 상승 디다이머 상승 crp 상승 빈혈 확인됨 종양 췌장염 신부전 tx cefotaxime time kg iv famotidine time kg iv tramadol time kg iv 입원 후 경과 관찰 e 아이 상태 좋지 않은 상태로 이후 경과는 지켜봐야 함 예후는 현재 알수없는 상황으로 치료에 대해 아이가 반응하는지 여부를 지켜봐야 함 합병증 발생 시 사망할 수 있음 빈혈이 있는 상태로 수액처치 후 수화되면 그 결과에 따라 수혈이 필요할 수 있음 복강 내 종양 수술은 췌장염 및 신장수치 개선된 이후 진행될 예정이며 ct 촬영 필요 오전관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc tx 오후관리사항 food 식사종류 양 식욕테스트 닭고기 시져 d d 식욕상태 식욕없음 사사미 먹음 급식방법 핸드피딩 urine feces etc tx tramadol time kg iv cepha time kg iv famotidine time kg iv ,"2087, 2082","10,21,1", 난소 질환 , 생식기 질환 ,"다뇨/다발(다음),식욕부진, 식욕저하,구토(급성/만성)",다뇨/다발(다음),783,5
Maltese(말티즈),MN              ,2016,G_부천이지,s 한달 정도 감기증상 약은 먹고 증상 개선 일주일 정도 후에 감기증상 약을 먹고 나서 매일 한시간 이상씩 산책 한달 이상은 안시켰음 복부 팽만 증상이 있었음 영상검사 간 다발성 결절 복강 내 다량의 복수 심낭수확인 혈액검사 간수치 상승 디다이머 상승 crp상승 복수검사 sg money tncc tp cytology neutrophil rbc 심낭수에 의한 심장압박으로 복수생성 심낭수에 대한 근본원인은 상위단계 검사가 필요하며 현재까지 진행한 검사로는 알 수 없음 tx dobutamine time kg min cri furosemide time kg tid iv e 상위단계 검사는 보류하시고 일단 대증처치하고 경과지켜보시기로 함 month 정도 입원원하심 ,2081,"6,11", 상기에 해당하지 않는 순환기 질환 , 순환기 질환 ,"비강 분비 및 비출혈,복부확대(팽만)",비강 분비 및 비출혈,371,9
Pomeranian(포메라이안),F               ,2274,G_부천이지,진돗개한테 물림 수술명 교상 수술 흉관 장착 술전검사 결과 특이사항 chemistry n.s.f cbc n.s.f electrolyte n.s.f ray 기흉 b.p 수술전 처치 항생제 세파 진통제 트라마돌 fluid ns 마취종류 호흡마취 isoflurane 수술접근과 방법 오후관리사항 food 식사종류 양 식욕상태 급식방법 urine feces etc 치료 및 상담내용 tx cepha time kg tid tramadol time kg bid famotidine time kg bid e ,,34, 교상 (bite wound),전신성의 질환,교상,교상,277,3
Miniature Pinscher(미니어쳐 핀셔),F               ,2087,G_부천이지,추석 때 이후부터는 걷지도 못함. 어제 새벽부터 쓰러졌음. month 밥을 안 먹음 설사 조금씩 구토 가끔씩 month 달부터 심한 기력저하 회복이 점점 더딘 느낌 받으심. 내원 당시 도 퇴원 도 혈액검사 심한 산증 신장 수치 심한 증가 혈액검사 위해 라인 잡으면서 ns 수액 time 쯤 fold 들어감. 현재 신장이 제 기능을 못하는 상태로 설명 드림. 보호자님꼐서는 안락사도 고려 중. 집에서 돌봐주시기로 함. ,,"1303,28,1,2,21", 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"운동실조,기력저하,구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),식욕부진, 식욕저하",운동실조,233,15
